group_id,record_type,reinsurer,participation,tipo,reasegurado,asegurado,direccion,periodo_inicio,periodo_fin,actividad,estimado_ingresos,interes_asegurable,limite_max_res,riesgos_cubiertos,condiciones_reaseguro,exclusiones,deducibles,prima_neta,soporte,base_cobertura,territorialidad,jurisdiccion,terminos_pago,anexos_clausulas,panel_participantes
147,Cotizacion,Reasegurador 1,9,Reaseguro Facultativo de Autos,"Compañía de Seguros del Valle, Aseguradora Nacional",Energía Epsilon,"Av. Reforma 665, Col. Polanco, Mérida, México",2027-08-10,2029-11-22,Fabricación de automóviles,9944423,Responsabilidad civil y pérdidas operacionales,1000000,"Vandalismo, Incendio, Terremoto, Robo","Texto LMA 6000A, Gastos de defensa incluidos","Guerra y terrorismo, Daños intencionales, Inestabilidad política, Actos delictivos","General: USD 46,000; Robo: USD 48,000; Terremoto: USD 2,000; Daños eléctricos: USD 19,000; Pérdida de ingresos: USD 50,000",285027,9% parte del 100%,Ocurrencia,Latinoamérica,Leyes mexicanas,60 días,"NMA 464 (Exclusión de Guerra y Guerra Civil), LMA 3092 (All Risks), NMA 2910 (Cláusula de Inhabilitación), LMA 3100A (Limitación de Sanciones), NMA 2738 (Control de Reclamos), NMA 2962 (Exclusión de Daños por Agua)",
147,Cotizacion,Reasegurador 18,40,Reaseguro Facultativo de Autos,"Compañía de Seguros del Valle, Aseguradora Nacional",Energía Epsilon,"Av. Reforma 665, Col. Polanco, Mérida, México",2027-08-10,2029-11-22,Fabricación de automóviles,9944423,Responsabilidad civil y pérdidas operacionales,1000000,"Vandalismo, Incendio, Terremoto, Robo","Texto LMA 6000A, Gastos de defensa incluidos","Guerra y terrorismo, Daños intencionales, Inestabilidad política, Actos delictivos","General: USD 46,000; Robo: USD 48,000; Terremoto: USD 2,000; Daños eléctricos: USD 19,000; Pérdida de ingresos: USD 50,000",1266788,40% parte del 100%,Ocurrencia,Latinoamérica,Leyes mexicanas,60 días,"NMA 464 (Exclusión de Guerra y Guerra Civil), LMA 3092 (All Risks), NMA 2910 (Cláusula de Inhabilitación), LMA 3100A (Limitación de Sanciones), NMA 2738 (Control de Reclamos), NMA 2962 (Exclusión de Daños por Agua)",
147,Cotizacion,Virgo,51,Reaseguro Facultativo de Autos,"Compañía de Seguros del Valle, Aseguradora Nacional",Energía Epsilon,"Av. Reforma 665, Col. Polanco, Mérida, México",2027-08-10,2029-11-22,Fabricación de automóviles,9944423,Responsabilidad civil y pérdidas operacionales,1000000,"Vandalismo, Incendio, Terremoto, Robo","Texto LMA 6000A, Gastos de defensa incluidos","Guerra y terrorismo, Daños intencionales, Inestabilidad política, Actos delictivos","General: USD 46,000; Robo: USD 48,000; Terremoto: USD 2,000; Daños eléctricos: USD 19,000; Pérdida de ingresos: USD 50,000",1615155,51% parte del 100%,Ocurrencia,Latinoamérica,Leyes mexicanas,60 días,"NMA 464 (Exclusión de Guerra y Guerra Civil), LMA 3092 (All Risks), NMA 2910 (Cláusula de Inhabilitación), LMA 3100A (Limitación de Sanciones), NMA 2738 (Control de Reclamos), NMA 2962 (Exclusión de Daños por Agua)",
148,Nota,,,Reaseguro Facultativo de Vida,"Aseguradora Nacional, Compañía de Seguros del Valle",Constructora Alpha,"Av. Unión 234, Col. Juárez, Mérida, México",2026-12-27,2028-02-01,Fabricación de automóviles,17035912,Daños materiales y pérdidas por cualquier causa en inmuebles y activos,10000000,"Responsabilidad civil, Terremoto, Robo, Daños eléctricos, Agua","Gastos de defensa incluidos, Texto LMA 6000A, Arbitraje internacional, Sujeto a LMA 2001","Daños intencionales, Actos delictivos, Contaminación, Guerra y terrorismo, Negligencia grave, Inestabilidad política","General: USD 47,000; Robo: USD 29,000; Terremoto: USD 4,000; Daños eléctricos: USD 57,000; Pérdida de ingresos: USD 19,000",210125,100% parte del 100%,Suma Directa,Global,Leyes mexicanas,60 días,"NMA 2738 (Control de Reclamos), LMA 3092 (All Risks)",Reasegurador 17 10% parte del 100%; Reasegurador 7 15% parte del 100%; Reasegurador 1 13% parte del 100%; Reasegurador 10 7% parte del 100%; Taurus 8% parte del 100%; Theta 12% parte del 100%; Reasegurador 5 10% parte del 100%; Lambda 0% parte del 100%; Reasegurador 6 5% parte del 100%; Sirius 20% parte del 100%
148,Cotizacion,Reasegurador 17,10,Reaseguro Facultativo de Vida,"Aseguradora Nacional, Compañía de Seguros del Valle",Constructora Alpha,"Av. Unión 234, Col. Juárez, Mérida, México",2027-06-24,2030-03-04,Fabricación de automóviles,17035912,Daños materiales y pérdidas por cualquier causa en inmuebles y activos,10000000,"Robo, Terremoto, Responsabilidad civil, Agua, Incendio, Pérdida de ingresos","Gastos de defensa incluidos, Texto LMA 6000A, Arbitraje internacional, Sujeto a LMA 2001","Daños intencionales, Actos delictivos, Contaminación, Guerra y terrorismo, Negligencia grave, Inestabilidad política","General: USD 47,000; Robo: USD 29,000; Terremoto: USD 4,000; Daños eléctricos: USD 57,000; Pérdida de ingresos: USD 19,000",21012,10% parte del 100%,Suma Directa,Global,Leyes mexicanas,60 días,"NMA 2738 (Control de Reclamos), LMA 3092 (All Risks)",
148,Cotizacion,Reasegurador 7,15,Reaseguro Facultativo de Vida,"Aseguradora Nacional, Compañía de Seguros del Valle",Constructora Alpha,"Av. Unión 234, Col. Juárez, Mérida, México",2026-12-27,2028-02-01,Fabricación de automóviles,14243504,Daños materiales y pérdidas por cualquier causa en inmuebles y activos,10000000,"Responsabilidad civil, Terremoto, Robo, Daños eléctricos, Agua","Gastos de defensa incluidos, Texto LMA 6000A, Arbitraje internacional, Sujeto a LMA 2001","Contaminación, Daños intencionales","General: USD 47,000; Robo: USD 29,000; Terremoto: USD 4,000; Daños eléctricos: USD 57,000; Pérdida de ingresos: USD 19,000",31518,15% parte del 100%,Suma Directa,Global,Leyes mexicanas,60 días,"NMA 2738 (Control de Reclamos), LMA 3092 (All Risks)",
148,Cotizacion,Reasegurador 1,13,Reaseguro Facultativo de Vida,"Aseguradora Nacional, Compañía de Seguros del Valle",Constructora Alpha,"Av. Unión 234, Col. Juárez, Mérida, México",2026-12-27,2028-02-01,Fabricación de automóviles,2089295,Daños materiales y pérdidas por cualquier causa en inmuebles y activos,10000000,"Responsabilidad civil, Terremoto, Robo, Daños eléctricos, Agua","Gastos de defensa incluidos, Texto LMA 6000A, Arbitraje internacional, Sujeto a LMA 2001","Daños intencionales, Actos delictivos, Contaminación, Guerra y terrorismo, Negligencia grave, Inestabilidad política","General: USD 47,000; Robo: USD 29,000; Terremoto: USD 4,000; Daños eléctricos: USD 57,000; Pérdida de ingresos: USD 19,000",27316,13% parte del 100%,Suma Directa,Global,Leyes mexicanas,60 días,"NMA 2738 (Control de Reclamos), LMA 3092 (All Risks)",
148,Cotizacion,Reasegurador 10,7,Reaseguro Facultativo de Vida,"Aseguradora Nacional, Compañía de Seguros del Valle",Constructora Alpha,"Av. Unión 234, Col. Juárez, Mérida, México",2026-12-27,2028-02-01,Fabricación de automóviles,17035912,Daños materiales y pérdidas por cualquier causa en inmuebles y activos,10000000,"Responsabilidad civil, Terremoto, Robo, Daños eléctricos, Agua","Gastos de defensa incluidos, Texto LMA 6000A, Arbitraje internacional, Sujeto a LMA 2001","Daños intencionales, Actos delictivos, Contaminación, Guerra y terrorismo, Negligencia grave, Inestabilidad política","General: USD 47,000; Robo: USD 29,000; Terremoto: USD 4,000; Daños eléctricos: USD 57,000; Pérdida de ingresos: USD 19,000",0,7% parte del 100%,Suma Directa,Global,Leyes mexicanas,60 días,"NMA 2738 (Control de Reclamos), LMA 3092 (All Risks)",
148,Cotizacion,Taurus,8,Reaseguro Facultativo de Vida,"Aseguradora Nacional, Compañía de Seguros del Valle",Constructora Alpha,"Av. Unión 234, Col. Juárez, Mérida, México",2026-12-27,2027-01-10,Fabricación de automóviles,17035912,Daños materiales y pérdidas por cualquier causa en inmuebles y activos,10000000,"Responsabilidad civil, Terremoto, Robo, Daños eléctricos, Agua","Gastos de defensa incluidos, Texto LMA 6000A, Arbitraje internacional, Sujeto a LMA 2001","Inestabilidad política, Daños intencionales","General: USD 47,000; Robo: USD 29,000; Terremoto: USD 4,000; Daños eléctricos: USD 57,000; Pérdida de ingresos: USD 19,000",16810,8% parte del 100%,Suma Directa,Global,Leyes mexicanas,60 días,"NMA 2738 (Control de Reclamos), LMA 3092 (All Risks)",
148,Cotizacion,Theta,12,Reaseguro Facultativo de Vida,"Aseguradora Nacional, Compañía de Seguros del Valle",Constructora Alpha,"Av. Unión 234, Col. Juárez, Mérida, México",2026-12-27,2028-02-01,Fabricación de automóviles,17035912,Daños materiales y pérdidas por cualquier causa en inmuebles y activos,10000000,"Responsabilidad civil, Terremoto, Robo, Daños eléctricos, Agua","Gastos de defensa incluidos, Texto LMA 6000A, Arbitraje internacional, Sujeto a LMA 2001","Actos delictivos, Contaminación, Daños intencionales, Guerra y terrorismo, Inestabilidad política","General: USD 47,000; Robo: USD 29,000; Terremoto: USD 4,000; Daños eléctricos: USD 57,000; Pérdida de ingresos: USD 19,000",25215,12% parte del 100%,Suma Directa,Global,Leyes mexicanas,60 días,"NMA 2738 (Control de Reclamos), LMA 3092 (All Risks)",
148,Cotizacion,Reasegurador 5,10,Reaseguro Facultativo de Vida,"Aseguradora Nacional, Compañía de Seguros del Valle",Constructora Alpha,"Av. Unión 234, Col. Juárez, Mérida, México",2026-12-27,2026-10-10,Fabricación de automóviles,17035912,Daños materiales y pérdidas por cualquier causa en inmuebles y activos,10000000,"Responsabilidad civil, Terremoto, Robo, Daños eléctricos, Agua","Gastos de defensa incluidos, Texto LMA 6000A, Arbitraje internacional, Sujeto a LMA 2001","Daños intencionales, Actos delictivos, Contaminación, Guerra y terrorismo, Negligencia grave, Inestabilidad política","General: USD 47,000; Robo: USD 29,000; Terremoto: USD 4,000; Daños eléctricos: USD 57,000; Pérdida de ingresos: USD 19,000",21012,10% parte del 100%,Suma Directa,Global,Leyes mexicanas,60 días,"NMA 2738 (Control de Reclamos), LMA 3092 (All Risks)",
148,Cotizacion,Lambda,0,Reaseguro Facultativo de Vida,"Aseguradora Nacional, Compañía de Seguros del Valle",Constructora Alpha,"Av. Unión 234, Col. Juárez, Mérida, México",2026-12-27,2028-02-01,Fabricación de automóviles,17035912,Daños materiales y pérdidas por cualquier causa en inmuebles y activos,10000000,"Responsabilidad civil, Terremoto, Robo, Daños eléctricos, Agua","Gastos de defensa incluidos, Texto LMA 6000A, Arbitraje internacional, Sujeto a LMA 2001","Daños intencionales, Actos delictivos, Contaminación, Guerra y terrorismo, Negligencia grave, Inestabilidad política","General: USD 47,000; Robo: USD 29,000; Terremoto: USD 4,000; Daños eléctricos: USD 57,000; Pérdida de ingresos: USD 19,000",0,0% parte del 100%,Suma Directa,Global,Leyes mexicanas,60 días,"NMA 2738 (Control de Reclamos), LMA 3092 (All Risks)",
148,Cotizacion,Reasegurador 6,5,Reaseguro Facultativo de Vida,"Aseguradora Nacional, Compañía de Seguros del Valle",Constructora Alpha,"Av. Unión 234, Col. Juárez, Mérida, México",2026-12-27,2028-02-01,Fabricación de automóviles,17035912,Daños materiales y pérdidas por cualquier causa en inmuebles y activos,10000000,"Responsabilidad civil, Terremoto, Robo, Daños eléctricos, Agua","Gastos de defensa incluidos, Texto LMA 6000A, Arbitraje internacional, Sujeto a LMA 2001","Daños intencionales, Actos delictivos, Contaminación, Guerra y terrorismo, Negligencia grave, Inestabilidad política","General: USD 47,000; Robo: USD 29,000; Terremoto: USD 4,000; Daños eléctricos: USD 57,000; Pérdida de ingresos: USD 19,000",22925,5% parte del 100%,Suma Directa,Global,Leyes mexicanas,60 días,"NMA 2738 (Control de Reclamos), LMA 3092 (All Risks)",
148,Cotizacion,Sirius,20,Reaseguro Facultativo de Vida,"Aseguradora Nacional, Compañía de Seguros del Valle",Constructora Alpha,"Av. Unión 234, Col. Juárez, Mérida, México",2026-12-27,2028-02-01,Fabricación de automóviles,15790317,Daños materiales y pérdidas por cualquier causa en inmuebles y activos,10000000,"Responsabilidad civil, Terremoto, Robo, Daños eléctricos, Agua","Gastos de defensa incluidos, Texto LMA 6000A, Arbitraje internacional, Sujeto a LMA 2001","Daños intencionales, Actos delictivos, Contaminación, Guerra y terrorismo, Negligencia grave, Inestabilidad política","General: USD 47,000; Robo: USD 29,000; Terremoto: USD 4,000; Daños eléctricos: USD 57,000; Pérdida de ingresos: USD 19,000",125678,20% parte del 100%,Suma Directa,Global,Leyes mexicanas,60 días,"NMA 2738 (Control de Reclamos), LMA 3092 (All Risks)",
149,Nota,,,Reaseguro Facultativo de Vida,"Promex, Mutua Mexicana",Retail Gamma,"Av. Reforma 438, Col. Polanco, Querétaro, México",2027-11-15,2030-06-07,Administración de edificios corporativos y comerciales,17484865,Terremoto y huracanes,7500000,"Responsabilidad civil, Daños eléctricos, Agua, Vandalismo, Incendio, Pérdida de ingresos, Terremoto","Sujeto a LMA 2001, Gastos de defensa incluidos, Texto LMA 6000A","Inestabilidad política, Actos delictivos, Negligencia grave, Guerra y terrorismo, Daños intencionales, Contaminación","General: USD 31,000; Robo: USD 40,000; Terremoto: USD 84,000; Daños eléctricos: USD 2,000; Pérdida de ingresos: USD 91,000",8136124,100% parte del 100%,Ocurrencia,Latinoamérica,Leyes de Estados Unidos,45 días,"NMA 2962 (Exclusión de Daños por Agua), NMA 2738 (Control de Reclamos)",Virgo 100% parte del 100%
149,Cotizacion,Virgo,100,Reaseguro Facultativo de Vida,"Promex, Mutua Mexicana",Retail Gamma,"Av. Reforma 438, Col. Polanco, Querétaro, México",2027-11-15,2030-06-07,Administración de edificios corporativos y comerciales,17484865,Terremoto y huracanes,7500000,"Responsabilidad civil, Daños eléctricos, Agua, Vandalismo, Incendio, Pérdida de ingresos, Terremoto","Sujeto a LMA 2001, Gastos de defensa incluidos, Texto LMA 6000A","Inestabilidad política, Actos delictivos, Negligencia grave, Guerra y terrorismo, Daños intencionales, Contaminación","General: USD 31,000; Robo: USD 40,000; Terremoto: USD 84,000; Daños eléctricos: USD 2,000; Pérdida de ingresos: USD 91,000",8136124,100% parte del 100%,Ocurrencia,Latinoamérica,Leyes de Estados Unidos,45 días,"NMA 2962 (Exclusión de Daños por Agua), NMA 2738 (Control de Reclamos)",
150,Nota,,,Reaseguro Facultativo de Autos,"Aseguradora Nacional, Grupo Financiero Unión","Servicios Integrales del Valle, S.A. de C.V.","Calle Insurgentes 525, Col. Centro, Ciudad de México, México",2025-07-26,2026-10-17,Comercio minorista,4611112,Responsabilidad civil y pérdidas operacionales,5000000,"Terremoto, Incendio, Agua","Arbitraje internacional, Texto LMA 6000A, Cancelación por mutuo acuerdo","Daños intencionales, Inestabilidad política, Guerra y terrorismo, Negligencia grave","General: USD 66,000; Robo: USD 0; Terremoto: USD 29,000; Daños eléctricos: USD 35,000; Pérdida de ingresos: USD 53,000",8121569,100% parte del 100%,Suma Agregada,Canadá,Leyes mexicanas,30 días,"NMA 2962 (Exclusión de Daños por Agua), NMA 2738 (Control de Reclamos)",Reasegurador 8 100% parte del 100%
150,Cotizacion,Reasegurador 8,100,Reaseguro Facultativo de Autos,"Aseguradora Nacional, Grupo Financiero Unión","Servicios Integrales del Valle, S.A. de C.V.","Calle Insurgentes 525, Col. Centro, Ciudad de México, México",2025-07-26,2026-10-17,Comercio minorista,4611112,Responsabilidad civil y pérdidas operacionales,5000000,"Terremoto, Incendio, Agua","Arbitraje internacional, Texto LMA 6000A, Cancelación por mutuo acuerdo","Daños intencionales, Inestabilidad política, Guerra y terrorismo, Negligencia grave","General: USD 66,000; Robo: USD 0; Terremoto: USD 29,000; Daños eléctricos: USD 35,000; Pérdida de ingresos: USD 53,000",8121569,100% parte del 100%,Suma Agregada,Canadá,Leyes mexicanas,30 días,"NMA 2962 (Exclusión de Daños por Agua), NMA 2738 (Control de Reclamos)",
151,Nota,,,Reaseguro Facultativo de Salud,"Grupo Financiero Unión, Aseguradora Nacional",Tecnologías Delta,"Av. Unión 321, Col. Centro, Monterrey, México",2024-06-11,2026-09-25,Desarrollo de software,7708901,Robo y vandalismo,10000000,"Daños eléctricos, Vandalismo, Incendio, Terremoto, Pérdida de ingresos, Agua, Responsabilidad civil, Robo","Texto LMA 6000A, Gastos de defensa incluidos, Arbitraje internacional","Contaminación, Negligencia grave, Actos delictivos, Daños intencionales, Guerra y terrorismo","General: USD 61,000; Robo: USD 56,000; Terremoto: USD 65,000; Daños eléctricos: USD 4,000; Pérdida de ingresos: USD 66,000",1812657,100% parte del 100%,Suma Agregada,Canadá,Leyes mexicanas,90 días,"LMA 3092 (All Risks), NMA 464 (Exclusión de Guerra y Guerra Civil)",Reasegurador 8 100% parte del 100%
151,Cotizacion,Reasegurador 8,100,Reaseguro Facultativo de Salud,"Grupo Financiero Unión, Aseguradora Nacional",Tecnologías Delta,"Av. Unión 321, Col. Centro, Monterrey, México",2024-06-11,2026-09-25,Desarrollo de software,7708901,Robo y vandalismo,10000000,"Daños eléctricos, Vandalismo, Incendio, Terremoto, Pérdida de ingresos, Agua, Responsabilidad civil, Robo","Texto LMA 6000A, Gastos de defensa incluidos, Arbitraje internacional","Contaminación, Negligencia grave, Actos delictivos, Daños intencionales, Guerra y terrorismo","General: USD 61,000; Robo: USD 56,000; Terremoto: USD 65,000; Daños eléctricos: USD 4,000; Pérdida de ingresos: USD 66,000",1812657,100% parte del 100%,Suma Agregada,Canadá,Leyes mexicanas,90 días,"LMA 3092 (All Risks), NMA 464 (Exclusión de Guerra y Guerra Civil)",
152,Nota,,,Reaseguro Facultativo Todo Riesgo,"Aseguradora Nacional, Grupo Financiero Unión",Tecnologías Delta,"Boulevard Hidalgo 101, Col. Roma, Monterrey, México",2024-08-06,2026-02-26,Desarrollo de software,17731204,Responsabilidad civil y pérdidas operacionales,2500000,"Vandalismo, Agua, Pérdida de ingresos","Texto LMA 6000A, Gastos de defensa incluidos, Arbitraje internacional, Sujeto a LMA 2001","Negligencia grave, Contaminación","General: USD 7,000; Robo: USD 80,000; Terremoto: USD 89,000; Daños eléctricos: USD 42,000; Pérdida de ingresos: USD 11,000",9461279,100% parte del 100%,Ocurrencia,Canadá,Leyes Latam,30 días,"LMA 3092 (All Risks), NMA 2962 (Exclusión de Daños por Agua)",Taurus 27% parte del 100%; Reasegurador 18 54% parte del 100%; Zenith 19% parte del 100%
152,Cotizacion,Taurus,27,Reaseguro Facultativo Todo Riesgo,"Aseguradora Nacional, Grupo Financiero Unión",Tecnologías Delta,"Boulevard Hidalgo 101, Col. Roma, Monterrey, México",2024-08-06,2026-02-26,Desarrollo de software,17731204,Responsabilidad civil y pérdidas operacionales,2500000,"Vandalismo, Agua, Pérdida de ingresos","Texto LMA 6000A, Gastos de defensa incluidos, Arbitraje internacional, Sujeto a LMA 2001","Negligencia grave, Contaminación","General: USD 7,000; Robo: USD 80,000; Terremoto: USD 89,000; Daños eléctricos: USD 42,000; Pérdida de ingresos: USD 11,000",2554545,27% parte del 100%,Ocurrencia,Canadá,Leyes Latam,30 días,"LMA 3092 (All Risks), NMA 2962 (Exclusión de Daños por Agua)",
152,Cotizacion,Reasegurador 18,54,Reaseguro Facultativo Todo Riesgo,"Aseguradora Nacional, Grupo Financiero Unión",Tecnologías Delta,"Boulevard Hidalgo 101, Col. Roma, Monterrey, México",2024-08-06,2026-02-26,Desarrollo de software,17731204,Responsabilidad civil y pérdidas operacionales,2500000,"Vandalismo, Agua, Pérdida de ingresos","Texto LMA 6000A, Gastos de defensa incluidos, Arbitraje internacional, Sujeto a LMA 2001","Negligencia grave, Contaminación","General: USD 7,000; Robo: USD 80,000; Terremoto: USD 89,000; Daños eléctricos: USD 42,000; Pérdida de ingresos: USD 11,000",5109090,54% parte del 100%,Ocurrencia,Canadá,Leyes Latam,30 días,"LMA 3092 (All Risks), NMA 2962 (Exclusión de Daños por Agua)",
152,Cotizacion,Zenith,19,Reaseguro Facultativo Todo Riesgo,"Aseguradora Nacional, Grupo Financiero Unión",Tecnologías Delta,"Boulevard Hidalgo 101, Col. Roma, Monterrey, México",2024-08-06,2026-02-26,Desarrollo de software,17731204,Responsabilidad civil y pérdidas operacionales,2500000,"Vandalismo, Agua, Pérdida de ingresos","Texto LMA 6000A, Gastos de defensa incluidos, Arbitraje internacional, Sujeto a LMA 2001","Negligencia grave, Contaminación","General: USD 7,000; Robo: USD 80,000; Terremoto: USD 89,000; Daños eléctricos: USD 42,000; Pérdida de ingresos: USD 11,000",1797643,19% parte del 100%,Ocurrencia,Canadá,Leyes Latam,30 días,"LMA 3092 (All Risks), NMA 2962 (Exclusión de Daños por Agua)",
153,Nota,,,Reaseguro Facultativo de Salud,"Grupo Financiero Unión, Promex",Energía Epsilon,"Boulevard Hidalgo 904, Col. Santa Fe, Monterrey, México",2028-03-16,2031-01-25,Administración de edificios corporativos y comerciales,14922377,Incendios y daños por agua,2500000,"Terremoto, Vandalismo, Pérdida de ingresos, Agua, Daños eléctricos, Responsabilidad civil","Arbitraje internacional, Texto LMA 6000A, Gastos de defensa incluidos, Sujeto a LMA 2001","Negligencia grave, Daños intencionales, Inestabilidad política, Guerra y terrorismo","General: USD 69,000; Robo: USD 71,000; Terremoto: USD 23,000; Daños eléctricos: USD 70,000; Pérdida de ingresos: USD 49,000",9798752,100% parte del 100%,Suma Agregada,Latinoamérica,Leyes de Canadá,90 días,"NMA 464 (Exclusión de Guerra y Guerra Civil), LMA 3100A (Limitación de Sanciones), NMA 2910 (Cláusula de Inhabilitación), NMA 2962 (Exclusión de Daños por Agua), LMA 3092 (All Risks)",Epsilon 100% parte del 100%
153,Cotizacion,Epsilon,100,Reaseguro Facultativo de Salud,"Grupo Financiero Unión, Promex",Energía Epsilon,"Boulevard Hidalgo 904, Col. Santa Fe, Monterrey, México",2028-03-16,2031-01-25,Administración de edificios corporativos y comerciales,14922377,Incendios y daños por agua,2500000,"Terremoto, Vandalismo, Pérdida de ingresos, Agua, Daños eléctricos, Responsabilidad civil","Arbitraje internacional, Texto LMA 6000A, Gastos de defensa incluidos, Sujeto a LMA 2001","Negligencia grave, Daños intencionales, Inestabilidad política, Guerra y terrorismo","General: USD 69,000; Robo: USD 71,000; Terremoto: USD 23,000; Daños eléctricos: USD 70,000; Pérdida de ingresos: USD 49,000",9798752,100% parte del 100%,Suma Agregada,Latinoamérica,Leyes de Canadá,90 días,"NMA 464 (Exclusión de Guerra y Guerra Civil), LMA 3100A (Limitación de Sanciones), NMA 2910 (Cláusula de Inhabilitación), NMA 2962 (Exclusión de Daños por Agua), LMA 3092 (All Risks)",
154,Nota,,,Reaseguro Facultativo Todo Riesgo,"Seguros Central, S.A., Aseguradora Nacional",Transportes Beta,"Camino Real 393, Col. Santa Fe, Mérida, México",2024-12-11,2026-09-26,Desarrollo de software,17821036,Terremoto y huracanes,1000000,"Agua, Vandalismo, Incendio","Cancelación por mutuo acuerdo, Arbitraje internacional, Gastos de defensa incluidos, Texto LMA 6000A","Inestabilidad política, Actos delictivos, Negligencia grave","General: USD 14,000; Robo: USD 83,000; Terremoto: USD 61,000; Daños eléctricos: USD 43,000; Pérdida de ingresos: USD 26,000",8559493,100% parte del 100%,Suma Directa,Latinoamérica,Leyes mexicanas,90 días,"NMA 2962 (Exclusión de Daños por Agua), NMA 2738 (Control de Reclamos), LMA 3092 (All Risks), NMA 2910 (Cláusula de Inhabilitación), NMA 464 (Exclusión de Guerra y Guerra Civil), LMA 3100A (Limitación de Sanciones)",Reasegurador 18 44% parte del 100%; Delta 14% parte del 100%; Reasegurador 15 42% parte del 100%
154,Cotizacion,Reasegurador 18,44,Reaseguro Facultativo Todo Riesgo,"Seguros Central, S.A., Aseguradora Nacional",Transportes Beta,"Camino Real 393, Col. Santa Fe, Mérida, México",2024-12-11,2026-09-26,Desarrollo de software,17821036,Terremoto y huracanes,1000000,"Agua, Vandalismo, Incendio","Cancelación por mutuo acuerdo, Arbitraje internacional, Gastos de defensa incluidos, Texto LMA 6000A","Inestabilidad política, Actos delictivos, Negligencia grave","General: USD 14,000; Robo: USD 83,000; Terremoto: USD 61,000; Daños eléctricos: USD 43,000; Pérdida de ingresos: USD 26,000",3766176,44% parte del 100%,Suma Directa,Latinoamérica,Leyes mexicanas,90 días,"NMA 2962 (Exclusión de Daños por Agua), NMA 2738 (Control de Reclamos), LMA 3092 (All Risks), NMA 2910 (Cláusula de Inhabilitación), NMA 464 (Exclusión de Guerra y Guerra Civil), LMA 3100A (Limitación de Sanciones)",
154,Cotizacion,Delta,14,Reaseguro Facultativo Todo Riesgo,"Seguros Central, S.A., Aseguradora Nacional",Transportes Beta,"Camino Real 393, Col. Santa Fe, Mérida, México",2024-12-11,2026-09-26,Desarrollo de software,17821036,Terremoto y huracanes,1000000,"Agua, Vandalismo, Incendio","Cancelación por mutuo acuerdo, Arbitraje internacional, Gastos de defensa incluidos, Texto LMA 6000A","Inestabilidad política, Actos delictivos, Negligencia grave","General: USD 14,000; Robo: USD 83,000; Terremoto: USD 61,000; Daños eléctricos: USD 43,000; Pérdida de ingresos: USD 26,000",1198329,14% parte del 100%,Suma Directa,Latinoamérica,Leyes mexicanas,90 días,"NMA 2962 (Exclusión de Daños por Agua), NMA 2738 (Control de Reclamos), LMA 3092 (All Risks), NMA 2910 (Cláusula de Inhabilitación), NMA 464 (Exclusión de Guerra y Guerra Civil), LMA 3100A (Limitación de Sanciones)",
154,Cotizacion,Reasegurador 15,42,Reaseguro Facultativo Todo Riesgo,"Seguros Central, S.A., Aseguradora Nacional",Transportes Beta,"Camino Real 393, Col. Santa Fe, Mérida, México",2024-12-11,2026-09-26,Desarrollo de software,17821036,Terremoto y huracanes,1000000,"Agua, Vandalismo, Incendio","Cancelación por mutuo acuerdo, Arbitraje internacional, Gastos de defensa incluidos, Texto LMA 6000A","Inestabilidad política, Actos delictivos, Negligencia grave","General: USD 14,000; Robo: USD 83,000; Terremoto: USD 61,000; Daños eléctricos: USD 43,000; Pérdida de ingresos: USD 26,000",3594987,42% parte del 100%,Suma Directa,Latinoamérica,Leyes mexicanas,90 días,"NMA 2962 (Exclusión de Daños por Agua), NMA 2738 (Control de Reclamos), LMA 3092 (All Risks), NMA 2910 (Cláusula de Inhabilitación), NMA 464 (Exclusión de Guerra y Guerra Civil), LMA 3100A (Limitación de Sanciones)",
155,Nota,,,Reaseguro Facultativo de Vida,"Grupo Financiero Unión, Promex",Energía Epsilon,"Camino Real 528, Col. Polanco, Querétaro, México",2025-09-25,2027-05-09,Servicios financieros,11946163,Incendios y daños por agua,1000000,"Incendio, Vandalismo, Responsabilidad civil","Gastos de defensa incluidos, Texto LMA 6000A, Cancelación por mutuo acuerdo","Guerra y terrorismo, Negligencia grave","General: USD 65,000; Robo: USD 7,000; Terremoto: USD 68,000; Daños eléctricos: USD 82,000; Pérdida de ingresos: USD 84,000",5153689,100% parte del 100%,Ocurrencia,Canadá,Leyes de Estados Unidos,45 días,"NMA 464 (Exclusión de Guerra y Guerra Civil), NMA 2738 (Control de Reclamos)",Reasegurador 20 46% parte del 100%; Omega 54% parte del 100%
155,Cotizacion,Reasegurador 20,46,Reaseguro Facultativo de Vida,"Grupo Financiero Unión, Promex",Energía Epsilon,"Camino Real 528, Col. Polanco, Querétaro, México",2025-09-25,2027-05-09,Servicios financieros,11946163,Incendios y daños por agua,1000000,"Incendio, Vandalismo, Responsabilidad civil","Gastos de defensa incluidos, Texto LMA 6000A, Cancelación por mutuo acuerdo","Guerra y terrorismo, Negligencia grave","General: USD 65,000; Robo: USD 7,000; Terremoto: USD 68,000; Daños eléctricos: USD 82,000; Pérdida de ingresos: USD 84,000",2370696,46% parte del 100%,Ocurrencia,Canadá,Leyes de Estados Unidos,45 días,"NMA 464 (Exclusión de Guerra y Guerra Civil), NMA 2738 (Control de Reclamos)",
